date,product_name,stock,price,day_of_week,is_weekend,demand
2025-12-13,greenchilli-100g,269,482,5,1,25
2025-12-13,Redchilli-50g,247,895,5,1,12
2025-12-13,GaramMasala,248,253,5,1,11
2025-12-13,Curd-200g,437,436,5,1,16
2025-12-13,garlic100g,266,563,5,1,11
2025-12-13,ginger100g,107,615,5,1,22
2025-12-14,Rice 26kg,167,715,6,1,10
2025-12-14,Sugar,197,473,6,1,29
2025-12-14,Milk 1L,207,225,6,1,26
2025-12-14,Bread,106,397,6,1,20
2025-12-14,Eggs 12pk,38,549,6,1,26
2025-12-14,Cooking Oil 5L,47,100,6,1,11
2025-12-14,Dal 1kg,210,772,6,1,22
2025-12-14,Salt 1kg,247,291,6,1,12
2025-12-14,Tea 500g,480,888,6,1,18
2025-12-14,Coffee 200g,443,633,6,1,11
2025-12-14,greenchilli-100g,206,904,6,1,15
2025-12-14,Redchilli-50g,406,974,6,1,12
2025-12-14,GaramMasala,452,153,6,1,9
2025-12-14,Curd-200g,358,993,6,1,19
2025-12-14,garlic100g,171,573,6,1,10
2025-12-14,ginger100g,490,224,6,1,16
2025-12-15,Rice 26kg,80,710,0,0,5
2025-12-15,Sugar,330,133,0,0,14
2025-12-15,Milk 1L,307,996,0,0,13
2025-12-15,Bread,437,668,0,0,8
2025-12-15,Eggs 12pk,425,245,0,0,9
2025-12-15,Cooking Oil 5L,461,636,0,0,6
2025-12-15,Dal 1kg,463,847,0,0,16
2025-12-15,Salt 1kg,205,92,0,0,9
2025-12-15,Tea 500g,125,476,0,0,12
2025-12-15,Coffee 200g,382,53,0,0,5
2025-12-15,greenchilli-100g,25,904,0,0,15
2025-12-15,Redchilli-50g,477,54,0,0,11
2025-12-15,GaramMasala,479,76,0,0,3
2025-12-15,Curd-200g,379,604,0,0,13
2025-12-15,garlic100g,100,667,0,0,14
2025-12-15,ginger100g,406,898,0,0,16
2025-12-16,Rice 26kg,24,970,1,0,5
2025-12-16,Sugar,477,212,1,0,17
2025-12-16,Milk 1L,56,474,1,0,20
2025-12-16,Bread,320,540,1,0,14
2025-12-16,Eggs 12pk,173,847,1,0,13
2025-12-16,Cooking Oil 5L,371,816,1,0,4
2025-12-16,Dal 1kg,176,285,1,0,14
2025-12-16,Salt 1kg,91,861,1,0,8
2025-12-16,Tea 500g,190,73,1,0,10
2025-12-16,Coffee 200g,183,580,1,0,5
2025-12-16,greenchilli-100g,384,907,1,0,18
2025-12-16,Redchilli-50g,318,512,1,0,13
2025-12-16,GaramMasala,385,164,1,0,10
2025-12-16,Curd-200g,493,723,1,0,21
2025-12-16,garlic100g,447,163,1,0,8
2025-12-16,ginger100g,184,831,1,0,13
2025-12-17,Rice 26kg,338,231,2,0,2
2025-12-17,Sugar,452,709,2,0,12
2025-12-17,Milk 1L,283,686,2,0,25
2025-12-17,Bread,196,372,2,0,18
2025-12-17,Eggs 12pk,172,766,2,0,22
2025-12-17,Cooking Oil 5L,197,285,2,0,5
2025-12-17,Dal 1kg,12,532,2,0,12
2025-12-17,Salt 1kg,166,79,2,0,8
2025-12-17,Tea 500g,209,89,2,0,15
2025-12-17,Coffee 200g,358,903,2,0,11
2025-12-17,greenchilli-100g,405,889,2,0,24
2025-12-17,Redchilli-50g,317,614,2,0,6
2025-12-17,GaramMasala,478,530,2,0,10
2025-12-17,Curd-200g,132,641,2,0,18
2025-12-17,garlic100g,392,244,2,0,14
2025-12-17,ginger100g,378,603,2,0,8
2025-12-18,Rice 26kg,169,958,3,0,5
2025-12-18,Sugar,62,856,3,0,11
2025-12-18,Milk 1L,144,524,3,0,22
2025-12-18,Bread,266,290,3,0,20
2025-12-18,Eggs 12pk,142,127,3,0,7
2025-12-18,Cooking Oil 5L,113,720,3,0,3
2025-12-18,Dal 1kg,122,296,3,0,13
2025-12-18,Salt 1kg,409,135,3,0,6
2025-12-18,Tea 500g,120,168,3,0,13
2025-12-18,Coffee 200g,218,691,3,0,3
2025-12-18,greenchilli-100g,151,577,3,0,14
2025-12-18,Redchilli-50g,389,286,3,0,14
2025-12-18,GaramMasala,218,62,3,0,9
2025-12-18,Curd-200g,48,413,3,0,16
2025-12-18,garlic100g,274,519,3,0,14
2025-12-18,ginger100g,163,188,3,0,10
2025-12-19,Rice 26kg,326,805,4,0,6
2025-12-19,Sugar,16,106,4,0,17
2025-12-19,Milk 1L,441,107,4,0,26
2025-12-19,Bread,106,860,4,0,8
2025-12-19,Eggs 12pk,243,588,4,0,20
2025-12-19,Cooking Oil 5L,176,840,4,0,2
2025-12-19,Dal 1kg,135,51,4,0,5
2025-12-19,Salt 1kg,415,279,4,0,7
2025-12-19,Tea 500g,232,643,4,0,10
2025-12-19,Coffee 200g,482,382,4,0,9
2025-12-19,greenchilli-100g,248,117,4,0,24
2025-12-19,Redchilli-50g,426,113,4,0,5
2025-12-19,GaramMasala,120,916,4,0,7
2025-12-19,Curd-200g,215,990,4,0,18
2025-12-19,garlic100g,381,201,4,0,6
2025-12-19,ginger100g,250,413,4,0,11
2025-12-20,Rice 26kg,231,69,5,1,11
2025-12-20,Sugar,131,376,5,1,15
2025-12-20,Milk 1L,62,252,5,1,34
2025-12-20,Bread,466,323,5,1,26
2025-12-20,Eggs 12pk,63,910,5,1,28
2025-12-20,Cooking Oil 5L,76,957,5,1,13
2025-12-20,Dal 1kg,362,536,5,1,15
2025-12-20,Salt 1kg,116,706,5,1,18
2025-12-20,Tea 500g,214,238,5,1,15
2025-12-20,Coffee 200g,328,324,5,1,17
2025-12-20,greenchilli-100g,395,481,5,1,33
2025-12-20,Redchilli-50g,256,998,5,1,13
2025-12-20,GaramMasala,383,953,5,1,13
2025-12-20,Curd-200g,65,269,5,1,18
2025-12-20,garlic100g,488,745,5,1,12
2025-12-20,ginger100g,154,715,5,1,25
2025-12-21,Rice 26kg,265,423,6,1,10
2025-12-21,Sugar,11,708,6,1,18
2025-12-21,Milk 1L,129,294,6,1,15
2025-12-21,Bread,351,595,6,1,19
2025-12-21,Eggs 12pk,121,581,6,1,18
2025-12-21,Cooking Oil 5L,280,327,6,1,10
2025-12-21,Dal 1kg,466,439,6,1,15
2025-12-21,Salt 1kg,54,672,6,1,10
2025-12-21,Tea 500g,186,868,6,1,17
2025-12-21,Coffee 200g,82,490,6,1,15
2025-12-21,greenchilli-100g,330,320,6,1,17
2025-12-21,Redchilli-50g,252,538,6,1,9
2025-12-21,GaramMasala,221,252,6,1,12
2025-12-21,Curd-200g,125,105,6,1,25
2025-12-21,garlic100g,395,528,6,1,13
2025-12-21,ginger100g,114,331,6,1,17
2025-12-22,Rice 26kg,303,642,0,0,1
2025-12-22,Sugar,333,431,0,0,11
2025-12-22,Milk 1L,305,263,0,0,21
2025-12-22,Bread,282,687,0,0,10
2025-12-22,Eggs 12pk,63,874,0,0,11
2025-12-22,Cooking Oil 5L,423,307,0,0,5
2025-12-22,Dal 1kg,431,730,0,0,16
2025-12-22,Salt 1kg,96,608,0,0,8
2025-12-22,Tea 500g,315,872,0,0,15
2025-12-22,Coffee 200g,124,461,0,0,11
2025-12-22,greenchilli-100g,67,276,0,0,21
2025-12-22,Redchilli-50g,34,54,0,0,6
2025-12-22,GaramMasala,353,133,0,0,8
2025-12-22,Curd-200g,152,209,0,0,14
2025-12-22,garlic100g,414,346,0,0,17
2025-12-22,ginger100g,278,847,0,0,15
2025-12-23,Rice 26kg,172,549,1,0,3
2025-12-23,Sugar,329,153,1,0,20
2025-12-23,Milk 1L,180,885,1,0,25
2025-12-23,Bread,137,855,1,0,18
2025-12-23,Eggs 12pk,443,184,1,0,17
2025-12-23,Cooking Oil 5L,463,486,1,0,4
2025-12-23,Dal 1kg,341,191,1,0,13
2025-12-23,Salt 1kg,419,801,1,0,8
2025-12-23,Tea 500g,81,460,1,0,9
2025-12-23,Coffee 200g,250,789,1,0,11
2025-12-23,greenchilli-100g,264,816,1,0,24
2025-12-23,Redchilli-50g,403,861,1,0,14
2025-12-23,GaramMasala,428,849,1,0,6
2025-12-23,Curd-200g,139,906,1,0,11
2025-12-23,garlic100g,329,804,1,0,13
2025-12-23,ginger100g,81,250,1,0,18
2025-12-24,Rice 26kg,320,931,2,0,6
2025-12-24,Sugar,403,976,2,0,9
2025-12-24,Milk 1L,443,973,2,0,23
2025-12-24,Bread,117,174,2,0,12
2025-12-24,Eggs 12pk,496,708,2,0,8
2025-12-24,Cooking Oil 5L,99,944,2,0,4
2025-12-24,Dal 1kg,423,182,2,0,19
2025-12-24,Salt 1kg,135,221,2,0,7
2025-12-24,Tea 500g,95,748,2,0,11
2025-12-24,Coffee 200g,354,125,2,0,5
2025-12-24,greenchilli-100g,97,799,2,0,12
2025-12-24,Redchilli-50g,475,540,2,0,7
2025-12-24,GaramMasala,276,913,2,0,9
2025-12-24,Curd-200g,231,752,2,0,9
2025-12-24,garlic100g,58,462,2,0,10
2025-12-24,ginger100g,490,475,2,0,10
2025-12-25,Rice 26kg,143,796,3,0,5
2025-12-25,Sugar,226,850,3,0,22
2025-12-25,Milk 1L,182,849,3,0,9
2025-12-25,Bread,231,484,3,0,12
2025-12-25,Eggs 12pk,235,71,3,0,20
2025-12-25,Cooking Oil 5L,97,678,3,0,5
2025-12-25,Dal 1kg,103,866,3,0,19
2025-12-25,Salt 1kg,118,322,3,0,10
2025-12-25,Tea 500g,91,439,3,0,9
2025-12-25,Coffee 200g,441,124,3,0,11
2025-12-25,greenchilli-100g,235,391,3,0,22
2025-12-25,Redchilli-50g,27,954,3,0,9
2025-12-25,GaramMasala,432,354,3,0,6
2025-12-25,Curd-200g,273,661,3,0,8
2025-12-25,garlic100g,407,437,3,0,13
2025-12-25,ginger100g,111,277,3,0,16
2025-12-26,Rice 26kg,55,774,4,0,5
2025-12-26,Sugar,200,289,4,0,19
2025-12-26,Milk 1L,56,600,4,0,18
2025-12-26,Bread,238,836,4,0,8
2025-12-26,Eggs 12pk,130,66,4,0,16
2025-12-26,Cooking Oil 5L,253,484,4,0,4
2025-12-26,Dal 1kg,291,250,4,0,9
2025-12-26,Salt 1kg,332,603,4,0,4
2025-12-26,Tea 500g,208,466,4,0,9
2025-12-26,Coffee 200g,486,207,4,0,6
2025-12-26,greenchilli-100g,163,238,4,0,7
2025-12-26,Redchilli-50g,125,867,4,0,5
2025-12-26,GaramMasala,146,915,4,0,4
2025-12-26,Curd-200g,394,498,4,0,18
2025-12-26,garlic100g,384,906,4,0,8
2025-12-26,ginger100g,374,115,4,0,15
2025-12-27,Rice 26kg,153,403,5,1,9
2025-12-27,Sugar,264,709,5,1,14
2025-12-27,Milk 1L,235,837,5,1,29
2025-12-27,Bread,465,353,5,1,20
2025-12-27,Eggs 12pk,198,890,5,1,16
2025-12-27,Cooking Oil 5L,438,71,5,1,9
2025-12-27,Dal 1kg,100,779,5,1,20
2025-12-27,Salt 1kg,174,292,5,1,12
2025-12-27,Tea 500g,12,98,5,1,15
2025-12-27,Coffee 200g,124,461,5,1,8
2025-12-27,greenchilli-100g,463,132,5,1,22
2025-12-27,Redchilli-50g,284,460,5,1,15
2025-12-27,GaramMasala,66,972,5,1,10
2025-12-27,Curd-200g,34,483,5,1,24
2025-12-27,garlic100g,274,262,5,1,13
2025-12-27,ginger100g,253,185,5,1,15
2025-12-28,Rice 26kg,171,355,6,1,6
2025-12-28,Sugar,421,933,6,1,24
2025-12-28,Milk 1L,46,869,6,1,15
2025-12-28,Bread,489,266,6,1,22
2025-12-28,Eggs 12pk,69,711,6,1,12
2025-12-28,Cooking Oil 5L,448,133,6,1,4
2025-12-28,Dal 1kg,112,891,6,1,15
2025-12-28,Salt 1kg,89,499,6,1,14
2025-12-28,Tea 500g,342,776,6,1,9
2025-12-28,Coffee 200g,293,575,6,1,13
2025-12-28,greenchilli-100g,173,604,6,1,25
2025-12-28,Redchilli-50g,64,780,6,1,9
2025-12-28,GaramMasala,492,643,6,1,11
2025-12-28,Curd-200g,359,443,6,1,23
2025-12-28,garlic100g,345,886,6,1,15
2025-12-28,ginger100g,400,954,6,1,16
2025-12-29,Rice 26kg,397,310,0,0,3
2025-12-29,Sugar,118,317,0,0,23
2025-12-29,Milk 1L,391,577,0,0,29
2025-12-29,Bread,251,638,0,0,12
2025-12-29,Eggs 12pk,237,357,0,0,8
2025-12-29,Cooking Oil 5L,154,318,0,0,1
2025-12-29,Dal 1kg,488,930,0,0,14
2025-12-29,Salt 1kg,26,129,0,0,7
2025-12-29,Tea 500g,67,365,0,0,15
2025-12-29,Coffee 200g,330,269,0,0,4
2025-12-29,greenchilli-100g,126,257,0,0,21
2025-12-29,Redchilli-50g,345,848,0,0,11
2025-12-29,GaramMasala,206,733,0,0,5
2025-12-29,Curd-200g,469,70,0,0,12
2025-12-29,garlic100g,439,650,0,0,17
2025-12-29,ginger100g,109,587,0,0,17
2025-12-30,Rice 26kg,441,919,1,0,4
2025-12-30,Sugar,60,370,1,0,19
2025-12-30,Milk 1L,129,146,1,0,28
2025-12-30,Bread,46,745,1,0,17
2025-12-30,Eggs 12pk,35,440,1,0,16
2025-12-30,Cooking Oil 5L,248,377,1,0,5
2025-12-30,Dal 1kg,31,262,1,0,16
2025-12-30,Salt 1kg,140,614,1,0,6
2025-12-30,Tea 500g,495,256,1,0,12
2025-12-30,Coffee 200g,312,689,1,0,14
2025-12-30,greenchilli-100g,366,568,1,0,15
2025-12-30,Redchilli-50g,57,725,1,0,5
2025-12-30,GaramMasala,351,177,1,0,6
2025-12-30,Curd-200g,439,187,1,0,18
2025-12-30,garlic100g,122,132,1,0,17
2025-12-30,ginger100g,188,379,1,0,17
2025-12-31,Rice 26kg,258,759,2,0,1
2025-12-31,Sugar,324,537,2,0,23
2025-12-31,Milk 1L,251,727,2,0,12
2025-12-31,Bread,271,967,2,0,18
2025-12-31,Eggs 12pk,212,822,2,0,14
2025-12-31,Cooking Oil 5L,149,405,2,0,4
2025-12-31,Dal 1kg,168,681,2,0,10
2025-12-31,Salt 1kg,409,273,2,0,5
2025-12-31,Tea 500g,457,62,2,0,13
2025-12-31,Coffee 200g,254,381,2,0,6
2025-12-31,greenchilli-100g,284,317,2,0,26
2025-12-31,Redchilli-50g,42,681,2,0,5
2025-12-31,GaramMasala,296,372,2,0,6
2025-12-31,Curd-200g,279,368,2,0,12
2025-12-31,garlic100g,57,223,2,0,14
2025-12-31,ginger100g,338,423,2,0,17
2026-01-01,Rice 26kg,294,467,3,0,3
2026-01-01,Sugar,441,208,3,0,20
2026-01-01,Milk 1L,406,642,3,0,28
2026-01-01,Bread,96,825,3,0,20
2026-01-01,Eggs 12pk,149,381,3,0,22
2026-01-01,Cooking Oil 5L,409,855,3,0,4
2026-01-01,Dal 1kg,340,340,3,0,12
2026-01-01,Salt 1kg,379,301,3,0,6
2026-01-01,Tea 500g,278,198,3,0,6
2026-01-01,Coffee 200g,305,483,3,0,9
2026-01-01,greenchilli-100g,455,126,3,0,8
2026-01-01,Redchilli-50g,129,789,3,0,13
2026-01-01,GaramMasala,407,871,3,0,2
2026-01-01,Curd-200g,245,179,3,0,19
2026-01-01,garlic100g,295,285,3,0,14
2026-01-01,ginger100g,247,98,3,0,15
2026-01-02,Rice 26kg,382,216,4,0,2
2026-01-02,Sugar,89,569,4,0,16
2026-01-02,Milk 1L,156,79,4,0,27
2026-01-02,Bread,345,173,4,0,16
2026-01-02,Eggs 12pk,335,570,4,0,12
2026-01-02,Cooking Oil 5L,151,56,4,0,4
2026-01-02,Dal 1kg,216,695,4,0,12
2026-01-02,Salt 1kg,433,540,4,0,5
2026-01-02,Tea 500g,189,432,4,0,8
2026-01-02,Coffee 200g,176,63,4,0,5
2026-01-02,greenchilli-100g,118,174,4,0,27
2026-01-02,Redchilli-50g,450,462,4,0,12
2026-01-02,GaramMasala,401,191,4,0,2
2026-01-02,Curd-200g,427,690,4,0,13
2026-01-02,garlic100g,402,156,4,0,7
2026-01-02,ginger100g,411,242,4,0,10
2026-01-03,Rice 26kg,37,533,5,1,9
2026-01-03,Sugar,130,554,5,1,25
2026-01-03,Milk 1L,353,718,5,1,33
2026-01-03,Bread,431,915,5,1,28
2026-01-03,Eggs 12pk,133,111,5,1,18
2026-01-03,Cooking Oil 5L,105,777,5,1,10
2026-01-03,Dal 1kg,257,848,5,1,19
2026-01-03,Salt 1kg,189,577,5,1,10
2026-01-03,Tea 500g,499,807,5,1,18
2026-01-03,Coffee 200g,253,483,5,1,20
2026-01-03,greenchilli-100g,133,745,5,1,26
2026-01-03,Redchilli-50g,179,171,5,1,17
2026-01-03,GaramMasala,89,552,5,1,11
2026-01-03,Curd-200g,415,831,5,1,10
2026-01-03,garlic100g,472,591,5,1,22
2026-01-03,ginger100g,256,327,5,1,15
2026-01-04,Rice 26kg,67,895,6,1,9
2026-01-04,Sugar,309,359,6,1,17
2026-01-04,Milk 1L,395,260,6,1,21
2026-01-04,Bread,257,501,6,1,8
2026-01-04,Eggs 12pk,370,729,6,1,16
2026-01-04,Cooking Oil 5L,90,506,6,1,10
2026-01-04,Dal 1kg,65,409,6,1,16
2026-01-04,Salt 1kg,311,459,6,1,10
2026-01-04,Tea 500g,47,549,6,1,13
2026-01-04,Coffee 200g,53,90,6,1,11
2026-01-04,greenchilli-100g,76,308,6,1,26
2026-01-04,Redchilli-50g,214,133,6,1,14
2026-01-04,GaramMasala,14,577,6,1,5
2026-01-04,Curd-200g,463,663,6,1,20
2026-01-04,garlic100g,133,183,6,1,19
2026-01-04,ginger100g,286,883,6,1,18
2026-01-05,Rice 26kg,213,382,0,0,6
2026-01-05,Sugar,256,359,0,0,11
2026-01-05,Milk 1L,92,715,0,0,26
2026-01-05,Bread,338,882,0,0,9
2026-01-05,Eggs 12pk,294,179,0,0,24
2026-01-05,Cooking Oil 5L,245,72,0,0,2
2026-01-05,Dal 1kg,308,676,0,0,12
2026-01-05,Salt 1kg,212,321,0,0,7
2026-01-05,Tea 500g,242,403,0,0,12
2026-01-05,Coffee 200g,66,749,0,0,8
2026-01-05,greenchilli-100g,206,77,0,0,14
2026-01-05,Redchilli-50g,411,681,0,0,13
2026-01-05,GaramMasala,276,513,0,0,4
2026-01-05,Curd-200g,276,267,0,0,14
2026-01-05,garlic100g,38,839,0,0,11
2026-01-05,ginger100g,441,202,0,0,12
2026-01-06,Rice 26kg,252,340,1,0,4
2026-01-06,Sugar,131,955,1,0,12
2026-01-06,Milk 1L,103,312,1,0,26
2026-01-06,Bread,196,700,1,0,13
2026-01-06,Eggs 12pk,261,148,1,0,15
2026-01-06,Cooking Oil 5L,140,474,1,0,1
2026-01-06,Dal 1kg,326,951,1,0,16
2026-01-06,Salt 1kg,169,786,1,0,6
2026-01-06,Tea 500g,458,267,1,0,6
2026-01-06,Coffee 200g,318,823,1,0,8
2026-01-06,greenchilli-100g,130,743,1,0,11
2026-01-06,Redchilli-50g,179,114,1,0,6
2026-01-06,GaramMasala,470,443,1,0,9
2026-01-06,Curd-200g,301,697,1,0,10
2026-01-06,garlic100g,473,165,1,0,6
2026-01-06,ginger100g,265,86,1,0,17
2026-01-07,Rice 26kg,195,627,2,0,6
2026-01-07,Sugar,233,923,2,0,12
2026-01-07,Milk 1L,197,614,2,0,24
2026-01-07,Bread,391,428,2,0,14
2026-01-07,Eggs 12pk,42,672,2,0,14
2026-01-07,Cooking Oil 5L,477,427,2,0,5
2026-01-07,Dal 1kg,54,560,2,0,13
2026-01-07,Salt 1kg,350,62,2,0,5
2026-01-07,Tea 500g,231,471,2,0,6
2026-01-07,Coffee 200g,24,72,2,0,8
2026-01-07,greenchilli-100g,154,836,2,0,22
2026-01-07,Redchilli-50g,392,935,2,0,7
2026-01-07,GaramMasala,498,495,2,0,5
2026-01-07,Curd-200g,323,248,2,0,15
2026-01-07,garlic100g,63,710,2,0,12
2026-01-07,ginger100g,111,212,2,0,14
2026-01-08,Rice 26kg,324,319,3,0,4
2026-01-08,Sugar,448,900,3,0,9
2026-01-08,Milk 1L,154,695,3,0,20
2026-01-08,Bread,383,572,3,0,11
2026-01-08,Eggs 12pk,241,485,3,0,17
2026-01-08,Cooking Oil 5L,477,234,3,0,6
2026-01-08,Dal 1kg,268,305,3,0,7
2026-01-08,Salt 1kg,86,366,3,0,9
2026-01-08,Tea 500g,132,597,3,0,10
2026-01-08,Coffee 200g,91,317,3,0,5
2026-01-08,greenchilli-100g,411,968,3,0,14
2026-01-08,Redchilli-50g,116,671,3,0,6
2026-01-08,GaramMasala,201,767,3,0,8
2026-01-08,Curd-200g,339,998,3,0,19
2026-01-08,garlic100g,161,646,3,0,9
2026-01-08,ginger100g,293,853,3,0,11
2026-01-09,Rice 26kg,482,838,4,0,4
2026-01-09,Sugar,87,116,4,0,11
2026-01-09,Milk 1L,366,269,4,0,19
2026-01-09,Bread,53,71,4,0,10
2026-01-09,Eggs 12pk,139,820,4,0,9
2026-01-09,Cooking Oil 5L,123,68,4,0,5
2026-01-09,Dal 1kg,489,714,4,0,17
2026-01-09,Salt 1kg,91,449,4,0,4
2026-01-09,Tea 500g,327,331,4,0,9
2026-01-09,Coffee 200g,126,413,4,0,9
2026-01-09,greenchilli-100g,309,158,4,0,20
2026-01-09,Redchilli-50g,182,837,4,0,12
2026-01-09,GaramMasala,239,496,4,0,5
2026-01-09,Curd-200g,368,116,4,0,10
2026-01-09,garlic100g,207,877,4,0,11
2026-01-09,ginger100g,209,287,4,0,11
2026-01-10,Rice 26kg,366,696,5,1,13
2026-01-10,Sugar,402,911,5,1,23
2026-01-10,Milk 1L,117,866,5,1,32
2026-01-10,Bread,82,204,5,1,11
2026-01-10,Eggs 12pk,434,977,5,1,23
2026-01-10,Cooking Oil 5L,447,615,5,1,5
2026-01-10,Dal 1kg,284,952,5,1,14
2026-01-10,Salt 1kg,285,763,5,1,10
2026-01-10,Tea 500g,91,819,5,1,11
2026-01-10,Coffee 200g,363,969,5,1,11
2026-01-10,greenchilli-100g,484,944,5,1,19
2026-01-10,Redchilli-50g,79,345,5,1,15
2026-01-10,GaramMasala,35,278,5,1,7
2026-01-10,Curd-200g,336,106,5,1,18
2026-01-10,garlic100g,222,926,5,1,20
2026-01-10,ginger100g,109,96,5,1,13
2026-01-11,Rice 26kg,167,487,6,1,7
2026-01-11,Sugar,302,535,6,1,15
2026-01-11,Milk 1L,440,267,6,1,32
2026-01-11,Bread,384,287,6,1,19
2026-01-11,Eggs 12pk,342,819,6,1,25
2026-01-11,Cooking Oil 5L,62,943,6,1,9
2026-01-11,Dal 1kg,270,398,6,1,19
2026-01-11,Salt 1kg,448,211,6,1,16
2026-01-11,Tea 500g,327,601,6,1,8
2026-01-11,Coffee 200g,334,829,6,1,13
2026-01-11,greenchilli-100g,260,112,6,1,29
2026-01-11,Redchilli-50g,112,805,6,1,18
2026-01-11,GaramMasala,43,469,6,1,12
2026-01-11,Curd-200g,127,67,6,1,21
2026-01-11,garlic100g,327,457,6,1,19
2026-01-11,ginger100g,318,948,6,1,16
2026-01-12,Rice 26kg,87,508,0,0,4
2026-01-12,Sugar,204,89,0,0,13
2026-01-12,Milk 1L,24,373,0,0,29
2026-01-12,Bread,260,970,0,0,19
2026-01-12,Eggs 12pk,181,584,0,0,25
2026-01-12,Cooking Oil 5L,206,881,0,0,4
2026-01-12,Dal 1kg,106,108,0,0,15
2026-01-12,Salt 1kg,32,122,0,0,9
2026-01-12,Tea 500g,457,228,0,0,13
2026-01-12,Coffee 200g,390,897,0,0,6
2026-01-12,greenchilli-100g,296,183,0,0,21
2026-01-12,Redchilli-50g,139,685,0,0,8
2026-01-12,GaramMasala,323,453,0,0,6
2026-01-12,Curd-200g,264,671,0,0,19
2026-01-12,garlic100g,353,204,0,0,9
2026-01-12,ginger100g,280,572,0,0,13
2026-01-13,Rice 26kg,472,579,1,0,4
2026-01-13,Sugar,155,872,1,0,17
2026-01-13,Milk 1L,55,499,1,0,27
2026-01-13,Bread,363,444,1,0,12
2026-01-13,Eggs 12pk,315,683,1,0,13
2026-01-13,Cooking Oil 5L,252,176,1,0,3
2026-01-13,Dal 1kg,144,79,1,0,15
2026-01-13,Salt 1kg,493,795,1,0,7
2026-01-13,Tea 500g,208,315,1,0,5
2026-01-13,Coffee 200g,114,806,1,0,4
2026-01-13,greenchilli-100g,458,559,1,0,9
2026-01-13,Redchilli-50g,452,856,1,0,12
2026-01-13,GaramMasala,19,927,1,0,8
2026-01-13,Curd-200g,286,382,1,0,19
2026-01-13,garlic100g,17,121,1,0,15
2026-01-13,ginger100g,341,298,1,0,15
2026-01-14,Rice 26kg,227,461,2,0,2
2026-01-14,Sugar,233,743,2,0,21
2026-01-14,Milk 1L,315,507,2,0,16
2026-01-14,Bread,29,515,2,0,18
2026-01-14,Eggs 12pk,489,774,2,0,18
2026-01-14,Cooking Oil 5L,461,78,2,0,5
2026-01-14,Dal 1kg,113,259,2,0,10
2026-01-14,Salt 1kg,337,546,2,0,5
2026-01-14,Tea 500g,92,224,2,0,11
2026-01-14,Coffee 200g,286,134,2,0,3
2026-01-14,greenchilli-100g,116,992,2,0,11
2026-01-14,Redchilli-50g,172,756,2,0,9
2026-01-14,GaramMasala,424,344,2,0,4
2026-01-14,Curd-200g,299,140,2,0,20
2026-01-14,garlic100g,224,131,2,0,17
2026-01-14,ginger100g,401,127,2,0,15
2026-01-15,Rice 26kg,176,788,3,0,3
2026-01-15,Sugar,195,690,3,0,15
2026-01-15,Milk 1L,31,392,3,0,30
2026-01-15,Bread,155,370,3,0,8
2026-01-15,Eggs 12pk,151,982,3,0,15
2026-01-15,Cooking Oil 5L,412,618,3,0,5
2026-01-15,Dal 1kg,248,193,3,0,14
2026-01-15,Salt 1kg,188,566,3,0,13
2026-01-15,Tea 500g,98,992,3,0,15
2026-01-15,Coffee 200g,454,589,3,0,5
2026-01-15,greenchilli-100g,412,183,3,0,28
2026-01-15,Redchilli-50g,300,876,3,0,3
2026-01-15,GaramMasala,341,257,3,0,6
2026-01-15,Curd-200g,491,986,3,0,13
2026-01-15,garlic100g,183,521,3,0,14
2026-01-15,ginger100g,335,224,3,0,14
2026-01-16,Rice 26kg,351,341,4,0,1
2026-01-16,Sugar,466,805,4,0,18
2026-01-16,Milk 1L,183,770,4,0,23
2026-01-16,Bread,173,356,4,0,16
2026-01-16,Eggs 12pk,499,776,4,0,14
2026-01-16,Cooking Oil 5L,228,316,4,0,6
2026-01-16,Dal 1kg,240,955,4,0,11
2026-01-16,Salt 1kg,191,597,4,0,9
2026-01-16,Tea 500g,49,72,4,0,15
2026-01-16,Coffee 200g,341,386,4,0,6
2026-01-16,greenchilli-100g,102,425,4,0,25
2026-01-16,Redchilli-50g,75,372,4,0,7
2026-01-16,GaramMasala,357,79,4,0,2
2026-01-16,Curd-200g,299,747,4,0,19
2026-01-16,garlic100g,446,600,4,0,10
2026-01-16,ginger100g,389,353,4,0,6
2026-01-17,Rice 26kg,14,457,5,1,10
2026-01-17,Sugar,317,930,5,1,27
2026-01-17,Milk 1L,35,416,5,1,17
2026-01-17,Bread,387,396,5,1,24
2026-01-17,Eggs 12pk,489,376,5,1,22
2026-01-17,Cooking Oil 5L,118,586,5,1,10
2026-01-17,Dal 1kg,112,877,5,1,13
2026-01-17,Salt 1kg,108,554,5,1,19
2026-01-17,Tea 500g,465,605,5,1,20
2026-01-17,Coffee 200g,153,782,5,1,16
2026-01-17,greenchilli-100g,428,576,5,1,22
2026-01-17,Redchilli-50g,179,90,5,1,11
2026-01-17,GaramMasala,291,492,5,1,15
2026-01-17,Curd-200g,327,828,5,1,25
2026-01-17,garlic100g,202,512,5,1,20
2026-01-17,ginger100g,411,113,5,1,15
2026-01-18,Rice 26kg,213,699,6,1,12
2026-01-18,Sugar,11,650,6,1,12
2026-01-18,Milk 1L,195,156,6,1,24
2026-01-18,Bread,45,816,6,1,15
2026-01-18,Eggs 12pk,74,490,6,1,17
